book_id,book_title,category_id,author,book_copies,book_pub,publisher_name,isbn,copyright_year,date_receive,date_added,status,class,pages,p_price,nbook_issued,nlost,ndamage,bill_date
1353,Kalyugi Panchayat,,Bhagwan Das Morwale,,,"Praveen Prakashan,Mehrauli,New Delhi",,1993,,,,891.433,24,10,,,,18-10-1994
1354,Sone Ka Mahal,,Shiv Kumar Goel,,,"Pankaj Publications,Shastri Nagar,Delhi",,1991,,,,891.433,32,10,,,,18-10-1994
1355,Bhay Ka Aakar,,Sangeeta,,,"Praveen Prakashan,Mehrauli,New Delhi",,1992,,,,891.433,24,10,,,,18-10-1994
1356,Shankh ki Mahima,,Rekha,,,"Shekar Prakashan,Kaushikpuri,Seelampur",,1993,,,,891.433,32,10,,,,18-10-1994
1357,Veervar Laxman,,Dr. Vinay,,,"Sanskriti Sahitya,Vishwas Nagar,Shahdara",,1992,,,,891.433,40,10,,,,18-10-1994
1358,Hari Rahte Hai Hari Jan mei Bhi,,Shri Vyathith Hridhya,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1993,,,,891.433,32,10,,,,18-10-1994
1359,Rashtrapati Shankar Dayal Sharma,,Kamal Shukl,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1992,,,,922.054,32,10,,,,18-10-1994
1360,Majedar Kahaniyan,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,18-10-1994
1361,Seekh Bhari Kahaniyan,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,18-10-1994
1362,Swarg ki Dori,,Shri Sharan,,,"Pankaj Publications,Shastri Nagar,Delhi",,1994,,,,891.433,24,10,,,,18-10-1994
1363,Pyari Mummy yeh Batla Do,,Musafir Deh Lavi,,,Sangeeta Prakashan,,1994,,,,891.433,24,10,,,,18-10-1994
1364,Tarun Kathayein Apango Ki,,Shri Vyathith Hridhya,,,"Pandulipi Prakashan,Krishna Nagar,Delhi",,1991,,,,891.433,24,10,,,,18-10-1994
1365,Bujho to Jaane,,Akshat Kumar Mathur,,,"Umesh Prakashan,Illahabad",,1994,,,,1,36,10,,,,18-10-1994
1366,Gyaan ki Baate,,Phoolwati Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,1,24,10,,,,18-10-1994
1367,Madhya Pradesh Ki Bodh Kathayein,,Dhyan Makhija,,,"Vikram Prakashan,Krishna Nagar,Delhi",,1994,,,,891.433,32,10,,,,18-10-1994
1368,Manoranjak Khel Kathayein,,Virender Jain,,,"Children Book Society,Mehrauli,Delhi",,1993,,,,891.433,24,10,,,,18-10-1994
1369,Bhakti mei Shakti,,Ompal Tuganiya,,,"Prerna Prakashan,Shastri Nagar,Delhi",,1991,,,,891.433,24,10,,,,18-10-1994
1370,Mere Pyaare Geet,,Musafir Deh Lavi,,,"Sangeeta Prakashan,Shahdara,Delhi",,1994,,,,891.432,24,10,,,,18-10-1994
1371,Hasya Kathayein,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1993,,,,891.433,32,10,,,,18-10-1994
1372,Uttar Pradesh ki Bodh Kathayein,,Indira Swapn,,,"Pankaj Pustak Mandir,Virender Nagar,Delhi",,1993,,,,891.433,32,10,,,,18-10-1994
1373,Hasyapad Lok Kathayein,,Kanhaiyalal Goel,,,"Hindi Seva Sadan,Halan Ganj,Mathura",,1994,,,,891.433,32,10,,,,18-10-1994
1374,Bhartiya Gaurav Garima ka Prateek Rajasthan,,Vikram Dwivedi,,,"Pandulipi Prakashan,Krishna Nagar,Delhi",,1991,,,,891.433,32,10,,,,18-10-1994
1375,Naye Baal Ekanki,,Rajkumar Anil,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1992,,,,891.433,48,10,,,,18-10-1994
1376,Naitik Kahaniyan,,Rajeev Shastri,,,"Devnagar Prakashan,Chodha Rasta,Jaipur",,1993,,,,891.433,36,10,,,,18-10-1994
1377,Aman ke Pehredaar,,Ajay Kumar,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1993,,,,891.433,32,10,,,,18-10-1994
1378,Vibhutiya Rajasthan ki,,Vedvyas,,,"Parimal Prakashan,Illahabad",,1991,,,,891.433,55,12,,,,18-10-1994
1379,Tutlate Geet,,Ajay Kumar,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1993,,,,891.432,28,12,,,,18-10-1994
1380,Dharti mere Desh ki,,Braj Bhushan,,,"Poonam Prakashan,Seelampur,Delhi",,1993,,,,891.432,32,12,,,,18-10-1994
1381,Hariye Na Himmat Bisariye Na Ram,,Braj Bhushan,,,"Poonam Prakashan,Seelampur,Delhi",,1993,,,,891.432,28,12,,,,18-10-1994
1382,Beto Wali Vidhwa,,Premchand,,,"Shekhar Prakashan,Seelampur,Delhi",,1993,,,,891.432,36,12,,,,18-10-1994
1383,Sabse bada Daani,,Divik Naresh,,,"Parimal Prakashan,Allapur,Illahabad",,1990,,,,891.432,48,12,,,,18-10-1994
1384,Khara Sona,,Jawahar Indu,,,"Lalit Prakashan,Vishwas Nagar,Delhi",,1993,,,,891.432,32,12,,,,18-10-1994
1385,Birbal ki Samajhdaari,,Nisha Pandey,,,"Shivam Prakashan,Rajruppur,Illahabad",,1991,,,,891.432,27,12,,,,18-10-1994
1386,Tutlate Geet,,Ajay Kumar,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1993,,,,891.433,28,12,,,,18-10-1994
1387,Sabse badi Jeet,,Shiv Kumar Goel,,,"Pankaj Publications,Shastri Nagar,Delhi",,1993,,,,891.433,32,12,,,,18-10-1994
1388,Sansar ke Dharmo ki Janam Kahaniyan,,Gori Shankar Pandya,,,"Sharda Prakashan,New Delhi",,1992,,,,891.433,44,12,,,,18-10-1994
1389,Bhojpur ki Lok Kathayein,,Dr. Nand Kumar Rai,,,"Itihas Shodh Sansthan,Mehrauli,Delhi",,1993,,,,891.433,40,12,,,,18-10-1994
1390,Us paar,,Mrituraj,,,"Bal Sabha Prakashan,Mehrauli,Delhi",,1993,,,,891.433,52,12,,,,18-10-1994
1391,Africa ki Lok Kathayein,,Priyadarshi Prakash,,,"Nalanda Prakashan,Mehrauli,Delhi",,1993,,,,891.433,55,12,,,,18-10-1994
1392,Goriyya Se Chota Aadmi,,Dr. Balkrishan Pandey,,,"Acharya Prakashan,Rajruppur,Illahabad",,1994,,,,891.433,28,12,,,,18-10-1994
1393,Mehnat ka Fhal Meetha,,Yadvendra Sharma,,,"Devnagar Prakashan,Chodha Rasta,Jaipur",,1993,,,,891.433,32,12,,,,18-10-1994
1394,Satvik Vichaaro ki Kahaniyan,,Dr. Braj Bhushan,,,"Poonam Prakashan,Seelampur,Delhi",,1993,,,,891.433,27,12,,,,18-10-1994
1395,Kahaniyan Buddhimaani,,Shri Krishna Mayush,,,"Raj Publishing House,Seelampur,Delhi",,1993,,,,922.054,24,12,,,,18-10-1994
1396,Bharat Ke Aanthve Rashtrapati,,Suman Shukla,,,"Sunder Sahitya Sadan,Sitaram Bazar,Delhi",,1992,,,,891.433,44,12,,,,18-10-1994
1397,Safalta ki Seediya,,Shri Vyathith Hridhya,,,"Pankaj Pustak Mandir,Azad Nagar,Delhi",,1994,,,,891.433,40,12,,,,18-10-1994
1398,Nishtha Kaise Kaise,,Dr. Devdutt Sharma,,,"Devnagar Prakashan,Jaipur",,1993,,,,891.433,44,12,,,,18-10-1994
1399,Sansar ke Dharmo ki Janam Kahaniyan,,Gauri Shankar Pandya,,,"Sharda Prakashan,Darya Ganj, Delhi",,1993,,,,891.433,39,12,,,,18-10-1994
1400,Puraskar ka Dand,,Deen Dayal Sharma,,,"Lalit Prakashan,Shahdara,Delhi",,1993,,,,891.433,32,12,,,,18-10-1994
1401,Khajur ka ped or Ghasiyare ka Beta,,Kamal Shukla,,,"Samta Prakashan,Shahdara,Delhi",,1994,,,,891.433,48,12,,,,18-10-1994
1402,Alagyojha,,Premchand,,,"Shekhar Prakashan,Seelampur,Delhi",,1993,,,,891.433,36,12,,,,18-10-1994
1403,Naitik Shiksha ki Anmol Kathayein,,Ramesh Sharma,,,"Abhivyakti Prakashan,Vishwas Nagar,Delhi",,1994,,,,891.433,39,12,,,,18-10-1994
1404,Padhai ka Mehttav,,Vinay Kumar Malviya,,,"Archarya Prakashan,Rajruppur,Illahabad",,1992,,,,891.433,27,12,,,,18-10-1994
1405,Ghanto ki Awaz,,Deen Dayal Sharma,,,"Lalit Prakashan,Vishwas Nagar,Delhi",,1993,,,,891.433,32,12,,,,18-10-1994
1406,Saccha Paropkari,,Shri Sharan,,,"Prem Prakashan Mandir,Ballimaran,Delhi",,1994,,,,891.433,37,12,,,,18-10-1994
1407,Dr. Zakir Hussain,,Om Prakash Singhal,,,"Praveen Prakashan,Mehrauli,New Delhi",,1992,,,,922.054,32,12,,,,18-10-1994
1408,Ek tha Sapera,,Rameshwar Ashant,,,"Bal Sabha Prakashan,Mehrauli,Delhi",,1991,,,,891.433,46,12,,,,18-10-1994
1409,Baal Katha-Bharti,,Dr. Krishnadev Jhari,,,"Sharda Prakashan,Mehrauli,New Delhi",,1991,,,,891.433,48,12,,,,18-10-1994
1410,Rog aur Swasthya,,Dr. Ramdas Naadar,,,"Manas Prakashan,Saraswati Vihar,Delhi",,1992,,,,1,40,12,,,,18-10-1994
1411,Bharat Ratn Dr. Ambedkar,,Bharatramdhar Bhatt,,,"Sahitya Kendra Prakashan,Krishna Nagar,Delhi",,1993,,,,922.054,32,12,,,,18-10-1994
1412,Chitra Kavita,,Vinod Chandra Pandey,,,"Prabhat Prakashan,Chawri Bazar,Delhi",,1993,,,,891.432,22,12,,,,18-10-1994
1413,The Flowers and the Bee,,Ashok Davar,,,"National Book Trust,Green Park,Delhi",,1991,,,,491.433,23,6,,,,18-10-1994
1414,Indhan ki Kami,,Chitra Naik,,,"National Book Trust,Green Park,Delhi",,1991,,,,891.433,12,5.5,,,,18-10-1994
1415,Bhoot Aaya,,Chitra Naik,,,"National Book Trust,Green Park,Delhi",,1991,,,,891.433,8,5,,,,18-10-1994
1416,Chidiya ghar ki Saer,,Sanak Surti,,,"National Book Trust,Green Park,Delhi",,1991,,,,891.433,16,5.5,,,,18-10-1994
1417,Rango ka Tyohaar,,Madhupavale,,,"National Book Trust,Green Park,Delhi",,1990,,,,891.433,14,5.5,,,,18-10-1994
1418,Ghar aur Ghar,,Mickey Patel,,,"National Book Trust,Green Park,Delhi",,1989,,,,891.433,16,5,,,,18-10-1994
1419,A voice in the Jungle,,Jagdish Joshi,,,"National Book Trust,Green Park,Delhi",,1989,,,,491.433,14,5,,,,18-10-1994
1420,A visit the city market,,Manjula,,,"National Book Trust,Green Park,Delhi",,1991,,,,491.433,15,5,,,,18-10-1994
1421,Meri Kahani,,Vicky Arya,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,24,7,,,,18-10-1994
1422,Mai Tumse Accha Hoon,,Sigrun Srivastava,,,"National Book Trust,Green Park,Delhi",,1992,,,,891.433,24,7,,,,18-10-1994
1423,Humara Pyara More,,Ramesh Bakshi,,,"National Book Trust,Green Park,Delhi",,1992,,,,891.433,17,6.5,,,,18-10-1994
1424,I like the World,,Jayanti,,,"National Book Trust,Green Park,Delhi",,1993,,,,491.433,17,6.5,,,,18-10-1994
1425,Choti si ek Lehar,,Suman Chandawarkar,,,"National Book Trust,Green Park,Delhi",,1989,,,,491.433,30,5.5,,,,18-10-1994
1426,Usne Kaha tha,,Chandradhar Sharma,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,18,5.5,,,,18-10-1994
1427,Muniya ki Paya Sona,,Jagdish Joshi,,,"National Book Trust,Green Park,Delhi",,1984,,,,891.433,32,5.5,,,,18-10-1994
1428,Choti Chiti Kaam Bada,,Pulak Vishwas,,,"National Book Trust,Green Park,Delhi",,1987,,,,891.433,16,5,,,,18-10-1994
1429,Sharabi number ek,,Prem Singh Negi,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,16,5,,,,18-10-1994
1430,Jungle mei ek Talab,,Uma Anand,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,32,7,,,,18-10-1994
1431,Baapu ki Baate,,Uma Shankar Joshi,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,28,7,,,,18-10-1994
1432,Sabse pyara Kaun,,Radha M. Khambadkone,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,30,7,,,,18-10-1994
1433,Roopa Hathi,,Mickey Patel,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,32,7,,,,18-10-1994
1434,Baiju Mama,,Ramvriksh Benipuri,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,24,7,,,,18-10-1994
1435,Sirkata Bargad,,Suresh Salil,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,12,6,,,,18-10-1994
1436,Rambabu Ka Office,,Prem Singh Negi,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,12,6,,,,18-10-1994
1437,Dhol,,Amiteshwar,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,15,6,,,,18-10-1994
1438,Us Raat ki Baat,,Mithileshwar,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,12,6,,,,18-10-1994
1439,Zamaana Badal Gaya,,Dev Shankar Naveen,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,12,6,,,,18-10-1994
1440,Ekta ka Pul,,Mohd. Aleem,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,12,6,,,,18-10-1994
1441,Ek hi Dhaara,,Batrohi,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,24,6.5,,,,18-10-1994
1442,Ghat,,Pankaj Bisht,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,24,6.5,,,,18-10-1994
1443,Bharat ne Azadi Kaise Jeeti,,Krishna Chaitanya,,,"National Book Trust,Green Park,Delhi",,1990,,,,891.433,36,6.5,,,,18-10-1994
1444,Pustako ka Anokha Sansaar,,Samuel Israel,,,"National Book Trust,Green Park,Delhi",,1988,,,,891.433,64,5,,,,18-10-1994
1445,Huentsang ki Bharat Yatra,,Belinder,,,"National Book Trust,Green Park,Delhi",,1992,,,,891.433,62,6.5,,,,18-10-1994
1446,"Hello,Moon",,Akiko Hayashi,,,"National Book Trust,Green Park,Delhi",,1993,,,,491.433,17,6,,,,18-10-1994
1447,A crow's Tale,,Judhajit Sengupta,,,"National Book Trust,Green Park,Delhi",,1993,,,,491.433,17,6,,,,18-10-1994
1448,The Broken Wing and other Asian Tales,,Belinder Dhanoa,,,"National Book Trust,Green Park,Delhi",,1992,,,,491.433,40,6.5,,,,18-10-1994
1449,Humara Sharir,,Ramesh Bijlani,,,"National Book Trust,Green Park,Delhi",,1993,,,,500,32,7,,,,18-10-1994
1450,Pakshi Jagit,,Jamal Aara,,,"National Book Trust,Green Park,Delhi",,1993,,,,500,61,6.5,,,,18-10-1994
1451,Ek Vanyajantu Warden ke Sahasik Karnaame,,E.R.C. Davedar,,,"National Book Trust,Green Park,Delhi",,1990,,,,1,64,6.5,,,,18-10-1994
1452,Bada Paani,,Leelamajumdar,,,"National Book Trust,Green Park,Delhi",,1990,,,,1,64,6,,,,18-10-1994
1453,Pradushan,,N. Shershageer,,,"National Book Trust,Green Park,Delhi",,1990,,,,1,64,6.5,,,,18-10-1994
1454,Vishwa ko badal dene vala Avishkaar,,Meer Nazabat Ali,,,"National Book Trust,Green Park,Delhi",,1993,,,,900,64,6.5,,,,18-10-1994
1455,Mother Teresa,,Leelamajumdar,,,"National Book Trust,Green Park,Delhi",,1994,,,,922.054,64,6.5,,,,18-10-1994
1456,Saanp aur Hum,,Jai aivam Romvhitekar,,,"National Book Trust,Green Park,Delhi",,1990,,,,570,62,5,,,,18-10-1994
1457,Gomukhyatra,,Sheela Sharma,,,"National Book Trust,Green Park,Delhi",,1991,,,,891.433,64,5.5,,,,18-10-1994
1458,New Pattern Essays,,R.N. Goel,,,Vohra Publishers & Dist. ,,1994,,,,491.425,224,20,,,,18-10-1994
1459,Great Quotations,,P.L. Bhola,,,"Prashant Paper BackOld Railway,Gurgaon",,1991,,,,1,290,30,,,,18-10-1994
1460,Teen Sawaal,,Leo Tolstoye,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,,5,,,,18-10-1994
1461,The Story of Electricity,,A.K. Chakraborty,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1993,,,,500,86,14,,,,22-10-1994
1462,A Jinx on the land & other Stories,,R.Ashish Bagchi,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,,,,,491.433,125,18,,,,22-10-1994
1463,More Short Stories for Children,,Jagdish Joshi,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,,,,,491.433,112,15,,,,22-10-1994
1464,Our Scientists,,Dilip M. Salar,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1993,,,,922.054,140,16,,,,22-10-1994
1465,Legends from Indian History,,A.K. Ghosh,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1993,,,,900,64,22,,,,22-10-1994
1466,Kidnapped & other Stories,,Deepak Harichandan,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1993,,,,491.433,110,22,,,,22-10-1994
1467,Letters from a father to his daughter,,Jawahar Lal Nehru,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1981,,,,491.423,80,18,,,,22-10-1994
1468,The best Thirteen,,Mickey Patel,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1994,,,,491.433,119,22,,,,22-10-1994
1469,Treasury of Indian Tales,,Shankar,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1993,,,,491.433,203,70,,,,22-10-1994
1470,For ever Nehru,,Alka Shankar,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1992,,,,922.054,144,23,,,,22-10-1994
1471,24 Short Stories,,CBT Publication,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,,,,,491.433,151,23,,,,22-10-1994
1472,Indira Priyadarshini,,Alka Shankar,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1993,,,,922.054,142,32,,,,22-10-1994
1473,Terah Anupam Kahaniyan,,Mickey Patel,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1994,,,,891.433,152,29,,,,22-10-1994
1474,Bhartiya Tyohar,,Jyotish Dutt Gupta,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1994,,,,891.433,120,26,,,,22-10-1994
1475,Humara Natak,,Harikrishan Devsare,,,"Children Book Trust,Bahadur Shah Zafar Marg,New Delhi",,1994,,,,891.433,96,10.5,,,,22-10-1994
1476,The Mystery of the Fake Arjuna,,Niharika Joshi,,,"Children Book Trust,Nehru House,Delhi",,1989,,,,491.433,88,12,,,,22-10-1994
1477,The School upon a Hill,,Kavery Bhatt,,,"Children Book Trust,Nehru House,Delhi",,1992,,,,491.433,96,12,,,,22-10-1994
1478,Bholu aur Golu,,Pankaj Bisht,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,80,12,,,,22-10-1994
1479,"Lalchi Bachiya,Gulabo",,Momoko Ishii,,,"National Book Trust,Green Park,Delhi",,1992,,,,891.433,36,12,,,,22-10-1994
1480,Rosy the Greedy Calf,,Momoko Ishii,,,"National Book Trust,Green Park,Delhi",,1992,,,,491.433,36,12,,,,22-10-1994
1481,The Story of Gandhi,,Rajkumari Shankar,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,120,24,,,,22-10-1994
1482,Stories from Panchtantra,,Shiva Kumar,,,"Children Book Trust,Nehru House,Delhi",,1994,,,,491.433,57,18,,,,22-10-1994
1483,Stories from Panchtantra,,Shiva Kumar,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,65,18,,,,22-10-1994
1484,Tales From Indian Classics,,Savitri,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,53,18,,,,22-10-1994
1485,Guess what I'm doing?,,Federico,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,48,21,,,,22-10-1994
1486,Wonders of the Sea,,Jagannath Mohanty,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,52,16,,,,22-10-1994
1487,Stories from Panchtantra,,Shiv Kumar,,,"Children Book Trust,Nehru House,Delhi",,1994,,,,491.433,64,18,,,,22-10-1994
1488,Tales From Indian Classics,,Savitri,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,65,18,,,,22-10-1994
1489,Life with Grandfather,,Shankar,,,"Children Book Trust,Nehru House,Delhi",,1992,,,,491.433,49,14,,,,22-10-1994
1490,Sujata and the Wild Elephant,,Shankar,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,39,12,,,,22-10-1994
1491,Bhima Jodha,,Abdul Malik Khan,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,52,8.5,,,,22-10-1994
1492,Mohini and the Demon,,Shanta Rameshwar Rao,,,"National Book Trust,Green Park,Delhi",,1993,,,,491.433,32,8.5,,,,22-10-1994
1493,Read-Aloud Stories,,Saibal Chatterjee,,,"National Book Trust,Green Park,Delhi",,1993,,,,491.433,80,19,,,,22-10-1994
1494,Some More Short Stories,,T.V. Madhravna,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,156,20,,,,22-10-1994
1495,Our Leaders I,,A.K. SriKumar,,,"Children Book Trust,Nehru House,Delhi",,,,,,922.095,104,20,,,,22-10-1994
1496,Our Leaders II,,Swapna Datta,,,"Children Book Trust,Nehru House,Delhi",,,,,,922.095,174,20,,,,22-10-1994
1497,Our Leader III,,Praveen BhimSain,,,"Children Book Trust,Nehru House,Delhi",,,,,,922.095,110,20,,,,22-10-1994
1498,Chote Gaon ki Badi Baat,,Shubhu Patwa,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,52,9.5,,,,22-10-1994
1499,Bhaura,,Mulkraj Anand,,,"National Book Trust,Green Park,Delhi",,1993,,,,891.433,40,8.5,,,,22-10-1994
1500,Daak Babu ka Parcel,,Dronaveer Kohli,,,"National Book Trust,Green Park,Delhi",,1994,,,,891.433,52,12,,,,22-10-1994
1501,Time to Rhyme,,Alka Shankar,,,"Children Book Trust,Nehru House,Delhi",,1992,,,,491.432,24,11,,,,22-10-1994
1502,14 Chuhe Ghar Banane Chale,,Kazuo Iwamura,,,"National Book Trust India,Green Park,Delhi",,1993,,,,891.433,32,11,,,,22-10-1994
1503,14 mice move house,,Kazuo Iwamura,,,"National Book Trust India,Green Park,Delhi",,1993,,,,491.432,32,11,,,,22-10-1994
1504,Sava Ser Gehu,,Premchand,,,"National Book Trust India,Green Park,Delhi",,1994,,,,891.433,24,7,,,,22-10-1994
1505,How Munia Found Gold,,Jagdish Joshi,,,"National Book Trust India,Green Park,Delhi",,1992,,,,491.433,30,7.5,,,,22-10-1994
1506,Mangu's Top,,Kamakshi Balasubramaniam,,,"National Book Trust India,Green Park,Delhi",,1993,,,,491.433,22,7.5,,,,22-10-1994
1507,Pariyo Ka Khel,,Swapna Datta,,,"National Book Trust India,Green Park,Delhi",,1994,,,,891.433,24,7.5,,,,22-10-1994
1508,Sona Ki Kahani,,Tara Tiwari,,,"National Book Trust India,Green Park,Delhi",,1993,,,,891.433,32,7.5,,,,22-10-1994
1509,Gautam Buddha,,Leela Karj,,,"National Book Trust India,Green Park,Delhi",,1993,,,,891.433,71,7.5,,,,22-10-1994
1510,Ab Jawab Do,,Narendra Baam,,,"National Book Trust India,Green Park,Delhi",,1991,,,,891.433,40,7.5,,,,22-10-1994
1511,Yug Yug Ki Kahaniyan,,Shanta Rangachari,,,"National Book Trust India,Green Park,Delhi",,1994,,,,891.433,64,8,,,,22-10-1994
1512,Tuta Pankh aur Anya Kahaniyan,,Belinder Dhanoa,,,"National Book Trust India,Green Park,Delhi",,1993,,,,891.433,40,8,,,,22-10-1994
1513,Mantra-Tantra,,Hazari Prasad Dwivedi,,,"National Book Trust India,Green Park,Delhi",,1993,,,,891.433,32,8,,,,22-10-1994
1514,All Fool's Days,,Sigrun Srivastava,,,"Children Book Trust,Nehru House,Delhi",,1991,,,,491.433,24,8,,,,22-10-1994
1515,Barber at the Zoo,,Pratibha Nath,,,"Children Book Trust,Nehru House,Delhi",,1990,,,,491.433,24,8,,,,22-10-1994
1516,Cheeru,,Murkot Kunhappa,,,"Children Book Trust,Nehru House,Delhi",,,,,,491.433,16,8,,,,22-10-1994
1517,The Scare,, Shankar ,,,"Children Book Trust,Nehru House,Delhi",,1989,,,,491.433,16,8,,,,22-10-1994
1518,Gudiya,,Alka Shankar,,,"Children Book Trust,Nehru House,Delhi",,,,,,491.433,16,8,,,,22-10-1994
1519,Kitty Kite,,Kavery Bhatt,,,"Children Book Trust,Nehru House,Delhi",,1990,,,,491.433,24,8,,,,22-10-1994
1520,Onam,,B.G. Verma,,,"Children Book Trust,Nehru House,Delhi",,,,,,491.433,16,8,,,,22-10-1994
1521,Rupa The Elephant,,Mickey Patel,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,30,8,,,,22-10-1994
1522,Govind Guru,,Jyoti Punj,,,"Children Book Trust,Nehru House,Delhi",,1994,,,,891.433,45,8,,,,22-10-1994
1523,Kuraj Banghi Gaay,,Indradan Detha,,,"Children Book Trust,Nehru House,Delhi",,1994,,,,891.433,41,8,,,,22-10-1994
1524,So Can I,,Nilima Sinha,,,"Children Book Trust,Nehru House,Delhi",,1990,,,,491.433,12,8,,,,22-10-1994
1525,Krishna and Sudama,,K. Shiv Kumar,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,491.433,24,9,,,,22-10-1994
1526,How Stones lost their hearls,,Vishakha Chanchani,,,"Children Book Trust,Nehru House,Delhi",,,,,,491.433,24,9,,,,22-10-1994
1527,Fool's Paradise,,Shankar,,,"Children Book Trust,Nehru House,Delhi",,1992,,,,491.433,24,9,,,,22-10-1994
1528,"How it work ""Television""",,Navkala Roy,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,1,24,9,,,,22-10-1994
1529,"How it work ""Telephone""",,Navkala Roy,,,"Children Book Trust,Nehru House,Delhi",,1993,,,,1,24,9,,,,22-10-1994
1530,Bade Sayane Bade Chalak,,Kala Thairani,,,"Children Book Trust,Nehru House,Delhi",,1994,,,,891.433,30,9,,,,22-10-1994
1531,Rohant aur Nandiya ,,Krishna Chaitanya,,,"Children Book Trust,Nehru House,Delhi",,1994,,,,891.433,62,9,,,,22-10-1994
1532,The Story of Panchami,,Abhijit Sengupta,,,"Children Book Trust,Nehru House,Delhi",,1990,,,,491.433,40,9,,,,22-10-1994
1533,Little Cabbage,,Shinta Cho,,,"National Book Trust,Green Park,Delhi",,1992,,,,491.433,28,10,,,,22-10-1994
1534,The Ribbon,,Sukumar Shankar,,,"Children Book Trust,New Delhi",,1993,,,,491.433,16,10,,,,22-10-1994
1535,Papa Bear's Scooter,,Geeta Dharmrajan,,,"Children Book Trust,New Delhi",,1992,,,,491.433,16,10,,,,22-10-1994
1536,I no. and we,,Thangam Krishnan,,,"Children Book Trust,New Delhi",,1993,,,,491.433,16,10,,,,22-10-1994
1537,Four Deaf Men,,Shankar,,,"Children Book Trust,New Delhi",,1993,,,,491.433,24,10,,,,22-10-1994
1538,Chitku,,Surekha Panandiker,,,"Children Book Trust,New Delhi",,1992,,,,491.433,24,10,,,,22-10-1994
1539,Sonali's Friend,,Alka Shankar,,,"Children Book Trust,New Delhi",,1993,,,,491.433,17,10,,,,22-10-1994
1540,The Story of the Road,,Poile Sengupta,,,"Children Book Trust,New Delhi",,1993,,,,491.433,16,10,,,,22-10-1994
